Update `mapids` set startX='32256', endX='32767', startY='32768', endY='33279' Where mapid='0';
Update `mapids` set startX='32704', endX='33215', startY='32768', endY='33279' Where mapid='558';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32895' Where mapid='600';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='32959' Where mapid='601';
Update `mapids` set startX='32640', endX='32767', startY='32768', endY='32895' Where mapid='602';
Update `mapids` set startX='32640', endX='32767', startY='32768', endY='32895' Where mapid='603';
Update `mapids` set startX='32768', endX='32895', startY='32768', endY='32895' Where mapid='604';
Update `mapids` set startX='32704', endX='32959', startY='32704', endY='32959' Where mapid='605';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32895' Where mapid='606';
Update `mapids` set startX='32640', endX='32895', startY='32768', endY='32959' Where mapid='607';
Update `mapids` set startX='32640', endX='32767', startY='32832', endY='32959' Where mapid='608';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32959' Where mapid='610';
Update `mapids` set startX='32640', endX='32895', startY='32640', endY='32831' Where mapid='611';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32959' Where mapid='612';
Update `mapids` set startX='32640', endX='32895', startY='32768', endY='33023' Where mapid='613';
Update `mapids` set startX='32768', endX='32831', startY='32768', endY='32831' Where mapid='620';
Update `mapids` set startX='32640', endX='32895', startY='32768', endY='32959' Where mapid='621';
Update `mapids` set startX='32704', endX='33023', startY='32768', endY='33087' Where mapid='630';
Update `mapids` set startX='32704', endX='33087', startY='32640', endY='33023' Where mapid='631';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='632';
Update `mapids` set startX='32640', endX='32831', startY='32704', endY='32895' Where mapid='666';
Update `mapids` set startX='32576', endX='33023', startY='32512', endY='32959' Where mapid='701';
Update `mapids` set startX='33472', endX='33663', startY='32576', endY='32767' Where mapid='725';
Update `mapids` set startX='32640', endX='32767', startY='32832', endY='32959' Where mapid='726';
Update `mapids` set startX='32448', endX='32831', startY='32832', endY='33151' Where mapid='777';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='33023' Where mapid='778';
Update `mapids` set startX='32768', endX='33023', startY='32704', endY='32895' Where mapid='779';
Update `mapids` set startX='32576', endX='32831', startY='32704', endY='33087' Where mapid='780';
Update `mapids` set startX='32704', endX='33023', startY='32704', endY='32895' Where mapid='781';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='782';
Update `mapids` set startX='32704', endX='33343', startY='32576', endY='32959' Where mapid='783';
Update `mapids` set startX='32704', endX='32831', startY='32832', endY='32895' Where mapid='784';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='997';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='998';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='1000';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='1001';
Update `mapids` set startX='32576', endX='33087', startY='32512', endY='33023' Where mapid='1002';
Update `mapids` set startX='32640', endX='32895', startY='32832', endY='32959' Where mapid='1003';
Update `mapids` set startX='32512', endX='32959', startY='32512', endY='32895' Where mapid='1004';
Update `mapids` set startX='32512', endX='33023', startY='32576', endY='33023' Where mapid='1005';
Update `mapids` set startX='32512', endX='33023', startY='32576', endY='33023' Where mapid='1006';
Update `mapids` set startX='32512', endX='33023', startY='32576', endY='33023' Where mapid='1007';
Update `mapids` set startX='32512', endX='33023', startY='32576', endY='33023' Where mapid='1008';
Update `mapids` set startX='32512', endX='33023', startY='32576', endY='33023' Where mapid='1009';
Update `mapids` set startX='32512', endX='33023', startY='32576', endY='33023' Where mapid='1010';
Update `mapids` set startX='32640', endX='33151', startY='32448', endY='32959' Where mapid='1011';
Update `mapids` set startX='32640', endX='33151', startY='32448', endY='32959' Where mapid='1012';
Update `mapids` set startX='32640', endX='33151', startY='32448', endY='32959' Where mapid='1013';
Update `mapids` set startX='32640', endX='33151', startY='32448', endY='32959' Where mapid='1014';
Update `mapids` set startX='32640', endX='33151', startY='32448', endY='32959' Where mapid='1015';
Update `mapids` set startX='32640', endX='33151', startY='32448', endY='32959' Where mapid='1016';
Update `mapids` set startX='32512', endX='33023', startY='32768', endY='33279' Where mapid='1017';
Update `mapids` set startX='32512', endX='33023', startY='32768', endY='33279' Where mapid='1018';
Update `mapids` set startX='32512', endX='33023', startY='32768', endY='33279' Where mapid='1019';
Update `mapids` set startX='32512', endX='33023', startY='32768', endY='33279' Where mapid='1020';
Update `mapids` set startX='32512', endX='33023', startY='32768', endY='33279' Where mapid='1021';
Update `mapids` set startX='32512', endX='33023', startY='32768', endY='33279' Where mapid='1022';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='33023' Where mapid='2000';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='33023' Where mapid='2001';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='33023' Where mapid='2002';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='33023' Where mapid='2003';
Update `mapids` set startX='32640', endX='32895', startY='32768', endY='32959' Where mapid='2004';
Update `mapids` set startX='32512', endX='32895', startY='32704', endY='33087' Where mapid='2005';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='2006';
Update `mapids` set startX='32512', endX='32703', startY='32640', endY='32895' Where mapid='2007';
Update `mapids` set startX='32704', endX='32959', startY='32768', endY='33023' Where mapid='4301';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32959' Where mapid='4831';
Update `mapids` set startX='32768', endX='32895', startY='32704', endY='32831' Where mapid='4941';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5001';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5002';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5003';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5004';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5005';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5006';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5007';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5008';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5009';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5010';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5011';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5012';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5013';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5014';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5015';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5016';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5017';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5018';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5019';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5020';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5021';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5022';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5023';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5024';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5025';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5026';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5027';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5028';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5029';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5030';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5031';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5032';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5033';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5034';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5035';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5036';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5037';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5038';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5039';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5040';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5041';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5042';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5043';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5044';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5045';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5046';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5047';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5048';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5049';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5050';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5051';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5052';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5053';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5054';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5055';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5056';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5057';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5058';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5059';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5060';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5061';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5062';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5063';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5064';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5065';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5066';
Update `mapids` set startX='32704', endX='32831', startY='32704', endY='32831' Where mapid='5067';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5068';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5069';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5070';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5071';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5072';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5073';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5074';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5075';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5076';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5077';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5078';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5079';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5080';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5081';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5082';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5083';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5084';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5085';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5086';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5087';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5088';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5089';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5090';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5091';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5092';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5093';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5094';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5095';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5096';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5097';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5098';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5099';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5100';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5101';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5102';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5103';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5104';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5105';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5106';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5107';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5108';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5109';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5110';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5111';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5112';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5113';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5114';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5115';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5116';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5117';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5118';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5119';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5120';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5121';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5122';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5123';
Update `mapids` set startX='32704', endX='32895', startY='32704', endY='32895' Where mapid='5124';
Update `mapids` set startX='32768', endX='32895', startY='32768', endY='32895' Where mapid='5125';
Update `mapids` set startX='32768', endX='32831', startY='32832', endY='32895' Where mapid='5131';
Update `mapids` set startX='32768', endX='32831', startY='32832', endY='32895' Where mapid='5132';
Update `mapids` set startX='32768', endX='32831', startY='32832', endY='32895' Where mapid='5133';
Update `mapids` set startX='32768', endX='32831', startY='32832', endY='32895' Where mapid='5134';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='32959' Where mapid='5140';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='32959' Where mapid='5141';
Update `mapids` set startX='32640', endX='32959', startY='32704', endY='32959' Where mapid='5142';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5143';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5144';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5145';
Update `mapids` set startX='32576', endX='32703', startY='32832', endY='32959' Where mapid='5153';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='5166';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5167';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5168';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5169';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5170';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5171';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5172';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5173';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5174';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5175';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5176';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5177';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5178';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5179';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5180';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5181';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5182';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5183';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5184';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5185';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5186';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5187';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5188';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5189';
Update `mapids` set startX='32512', endX='32767', startY='32704', endY='32959' Where mapid='5190';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5191';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5192';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5193';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5194';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5195';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5196';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5197';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5198';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5199';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5200';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32959' Where mapid='5300';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32959' Where mapid='5301';
Update `mapids` set startX='32640', endX='32895', startY='32704', endY='32959' Where mapid='5302';
Update `mapids` set startX='32704', endX='32895', startY='32768', endY='32959' Where mapid='5303';
Update `mapids` set startX='32704', endX='32895', startY='32640', endY='32831' Where mapid='5384';
Update `mapids` set startX='32704', endX='32959', startY='32704', endY='32959' Where mapid='5435';
Update `mapids` set startX='32704', endX='32959', startY='32832', endY='33087' Where mapid='5501';
Update `mapids` set startX='32576', endX='33023', startY='32512', endY='32959' Where mapid='5701';
Update `mapids` set startX='32512', endX='32831', startY='32704', endY='33023' Where mapid='5801';
Update `mapids` set startX='32512', endX='32831', startY='32704', endY='33023' Where mapid='5802';
Update `mapids` set startX='32512', endX='32831', startY='32704', endY='33023' Where mapid='5803';
Update `mapids` set startX='32512', endX='32831', startY='32704', endY='33023' Where mapid='5804';
Update `mapids` set startX='32512', endX='32831', startY='32704', endY='33023' Where mapid='5805';
Update `mapids` set startX='32768', endX='32895', startY='32768', endY='32895' Where mapid='6041';
Update `mapids` set startX='32768', endX='32895', startY='32768', endY='32895' Where mapid='6051';
Update `mapids` set startX='32768', endX='33151', startY='32768', endY='33151' Where mapid='6201';
Update `mapids` set startX='32768', endX='33151', startY='32768', endY='33151' Where mapid='6202';
Update `mapids` set startX='32768', endX='33151', startY='32768', endY='33151' Where mapid='6203';
Update `mapids` set startX='32704', endX='33023', startY='32768', endY='33087' Where mapid='6301';
Update `mapids` set startX='32640', endX='33023', startY='32576', endY='33087' Where mapid='6302';
Update `mapids` set startX='32640', endX='33023', startY='32576', endY='33087' Where mapid='6303';
Update `mapids` set startX='32704', endX='33023', startY='32640', endY='32959' Where mapid='6311';
Update `mapids` set startX='32640', endX='33023', startY='32576', endY='32959' Where mapid='6312';
Update `mapids` set startX='32640', endX='33023', startY='32576', endY='32959' Where mapid='6313';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='6321';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='6322';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='6323';
Update `mapids` set startX='32640', endX='33023', startY='32576', endY='32895' Where mapid='6801';
Update `mapids` set startX='32512', endX='32831', startY='32704', endY='33023' Where mapid='6901';
Update `mapids` set startX='32576', endX='33023', startY='32640', endY='33087' Where mapid='7001';
Update `mapids` set startX='32704', endX='32959', startY='32832', endY='33087' Where mapid='7100';
Update `mapids` set startX='32576', endX='32895', startY='32640', endY='33023' Where mapid='9000';
Update `mapids` set startX='32704', endX='32767', startY='32832', endY='32895' Where mapid='9100';
Update `mapids` set startX='32640', endX='32831', startY='32768', endY='32895' Where mapid='9101';
Update `mapids` set startX='32704', endX='32831', startY='32768', endY='32895' Where mapid='9102';
Update `mapids` set startX='32704', endX='32767', startY='32832', endY='32895' Where mapid='9202';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9990';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9991';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9992';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9993';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9994';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9995';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9996';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9997';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9998';
Update `mapids` set startX='32640', endX='32959', startY='32576', endY='32895' Where mapid='9999';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='16384';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='16896';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='17408';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='17920';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='18432';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='18944';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='19456';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='19968';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='20480';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='20992';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='21504';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='22016';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='22528';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='23040';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='23552';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='24064';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='24576';
Update `mapids` set startX='32704', endX='32767', startY='32768', endY='32831' Where mapid='25088';
